"database","table","column","type","default_kind","default_expression"
"business","ssl_tls_log_local","originProductType","LowCardinality(String)","",""
"business","ssl_tls_log_local","originProductVer","LowCardinality(String)","",""
"business","ssl_tls_log_local","productType","LowCardinality(String)","",""
"business","ssl_tls_log_local","productVer","LowCardinality(String)","",""
"business","ssl_tls_log_local","recordTime","String","",""
"business","ssl_tls_log_local","recordTimestamp","Int64","",""
"business","ssl_tls_log_local","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, _invert_text]), ' '))))"
"business","ssl_tls_log_local","sessionId","String","",""
"business","ssl_tls_log_local","sessionTime","Nullable(Int64)","",""
"business","ssl_tls_log_local","srcAssetId","Nullable(String)","",""
"business","ssl_tls_log_local","srcCity","LowCardinality(String)","",""
"business","ssl_tls_log_local","srcCountry","LowCardinality(String)","",""
"business","ssl_tls_log_local","srcIp","String","",""
"business","ssl_tls_log_local","srcIpTag","Int32","",""
"business","ssl_tls_log_local","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","ssl_tls_log_local","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","ssl_tls_log_local","srcMac","String","",""
"business","ssl_tls_log_local","srcPort","Int32","",""
"business","ssl_tls_log_local","srcProvince","LowCardinality(String)","",""
"business","ssl_tls_log_local","srcRegionId","Nullable(String)","",""
"business","ssl_tls_log_local","srcSubType","Int32","",""
"business","ssl_tls_log_local","srcType","Int32","",""
"business","ssl_tls_log_local","svrCert","Array(String)","",""
"business","ssl_tls_log_local","svrCipherSuite","Nullable(Int32)","",""
"business","ssl_tls_log_local","svrCompression","Nullable(Int32)","",""
"business","ssl_tls_log_local","svrHeloExt","Nullable(String)","",""
"business","ssl_tls_log_local","svrHeloExtType","Array(Int32)","",""
"business","ssl_tls_log_local","svrRandom","Nullable(String)","",""
"business","ssl_tls_log_local","svrSessionId","Nullable(String)","",""
"business","ssl_tls_log_local","svrVersion","Nullable(Int32)","",""
"business","ssl_tls_log_local","tenant","LowCardinality(String)","",""
"business","ssl_tls_log_local","ticketLifetime","Nullable(Int64)","",""
"business","ssl_tls_log_local","topNumPkt","Array(String)","",""
"business","ssl_tls_log_local","upPks","Nullable(Int64)","",""
"business","ssl_tls_log_local","upSize","Nullable(Int64)","",""
"business","ssl_tls_log_local","uploadTime","String","",""
"business","ssl_tls_log_local","uploadTimestamp","Int64","",""
"business","ssl_tls_log_local","uuId","String","",""
"business","ssl_tls_log_local","v","Int32","",""
"business","ssl_tls_log_local","vendor","LowCardinality(String)","",""
"business","sybase_log","_invert_text","String","DEFAULT","''"
"business","sybase_log","cloudTs","Nullable(Int64)","",""
"business","sybase_log","customer","LowCardinality(String)","",""
"business","sybase_log","devUId","Nullable(Int32)","",""
"business","sybase_log","deviceId","LowCardinality(String)","",""
"business","sybase_log","deviceIp","LowCardinality(String)","",""
"business","sybase_log","dstAssetId","Nullable(String)","",""
"business","sybase_log","dstCity","LowCardinality(String)","",""
"business","sybase_log","dstCountry","LowCardinality(String)","",""
"business","sybase_log","dstIp","String","",""
"business","sybase_log","dstIpTag","Int32","",""
"business","sybase_log","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","sybase_log","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","sybase_log","dstMac","String","",""
"business","sybase_log","dstPort","Int32","",""
"business","sybase_log","dstProvince","LowCardinality(String)","",""
"business","sybase_log","dstRegionId","Nullable(String)","",""
"business","sybase_log","dstSubType","Int32","",""
"business","sybase_log","dstType","Int32","",""
"business","sybase_log","insertTimestamp","Int64","",""
"business","sybase_log","logSampled","Nullable(Int32)","",""
"business","sybase_log","logTraceInfo","Nullable(String)","",""
"business","sybase_log","manage","LowCardinality(String)","",""
"business","sybase_log","manageIp","LowCardinality(String)","",""
"business","sybase_log","originProductType","LowCardinality(String)","",""
"business","sybase_log","originProductVer","LowCardinality(String)","",""
"business","sybase_log","productType","LowCardinality(String)","",""
"business","sybase_log","productVer","LowCardinality(String)","",""
"business","sybase_log","recordTime","String","",""
"business","sybase_log","recordTimestamp","Int64","",""
"business","sybase_log","request","String","",""
"business","sybase_log","response","String","",""
"business","sybase_log","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, type, request, response, _invert_text]), ' '))))"
"business","sybase_log","sessionId","String","",""
"business","sybase_log","srcAssetId","Nullable(String)","",""
"business","sybase_log","srcCity","LowCardinality(String)","",""
"business","sybase_log","srcCountry","LowCardinality(String)","",""
"business","sybase_log","srcIp","String","",""
"business","sybase_log","srcIpTag","Int32","",""
"business","sybase_log","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","sybase_log","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","sybase_log","srcMac","String","",""
"business","sybase_log","srcPort","Int32","",""
"business","sybase_log","srcProvince","LowCardinality(String)","",""
"business","sybase_log","srcRegionId","Nullable(String)","",""
"business","sybase_log","srcSubType","Int32","",""
"business","sybase_log","srcType","Int32","",""
"business","sybase_log","tenant","LowCardinality(String)","",""
"business","sybase_log","type","LowCardinality(String)","",""
"business","sybase_log","uploadTime","String","",""
"business","sybase_log","uploadTimestamp","Int64","",""
"business","sybase_log","uuId","String","",""
"business","sybase_log","v","Int32","",""
"business","sybase_log","vendor","LowCardinality(String)","",""
"business","sybase_log_local","_invert_text","String","DEFAULT","''"
"business","sybase_log_local","cloudTs","Nullable(Int64)","",""
"business","sybase_log_local","customer","LowCardinality(String)","",""
"business","sybase_log_local","devUId","Nullable(Int32)","",""
"business","sybase_log_local","deviceId","LowCardinality(String)","",""
"business","sybase_log_local","deviceIp","LowCardinality(String)","",""
"business","sybase_log_local","dstAssetId","Nullable(String)","",""
"business","sybase_log_local","dstCity","LowCardinality(String)","",""
"business","sybase_log_local","dstCountry","LowCardinality(String)","",""
"business","sybase_log_local","dstIp","String","",""
"business","sybase_log_local","dstIpTag","Int32","",""
"business","sybase_log_local","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","sybase_log_local","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","sybase_log_local","dstMac","String","",""
"business","sybase_log_local","dstPort","Int32","",""
"business","sybase_log_local","dstProvince","LowCardinality(String)","",""
"business","sybase_log_local","dstRegionId","Nullable(String)","",""
"business","sybase_log_local","dstSubType","Int32","",""
"business","sybase_log_local","dstType","Int32","",""
"business","sybase_log_local","insertTimestamp","Int64","",""
"business","sybase_log_local","logSampled","Nullable(Int32)","",""
"business","sybase_log_local","logTraceInfo","Nullable(String)","",""
"business","sybase_log_local","manage","LowCardinality(String)","",""
"business","sybase_log_local","manageIp","LowCardinality(String)","",""
"business","sybase_log_local","originProductType","LowCardinality(String)","",""
"business","sybase_log_local","originProductVer","LowCardinality(String)","",""
"business","sybase_log_local","productType","LowCardinality(String)","",""
"business","sybase_log_local","productVer","LowCardinality(String)","",""
"business","sybase_log_local","recordTime","String","",""
"business","sybase_log_local","recordTimestamp","Int64","",""
"business","sybase_log_local","request","String","",""
"business","sybase_log_local","response","String","",""
"business","sybase_log_local","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, type, request, response, _invert_text]), ' '))))"
"business","sybase_log_local","sessionId","String","",""
"business","sybase_log_local","srcAssetId","Nullable(String)","",""
"business","sybase_log_local","srcCity","LowCardinality(String)","",""
"business","sybase_log_local","srcCountry","LowCardinality(String)","",""
"business","sybase_log_local","srcIp","String","",""
"business","sybase_log_local","srcIpTag","Int32","",""
"business","sybase_log_local","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","sybase_log_local","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","sybase_log_local","srcMac","String","",""
"business","sybase_log_local","srcPort","Int32","",""
"business","sybase_log_local","srcProvince","LowCardinality(String)","",""
"business","sybase_log_local","srcRegionId","Nullable(String)","",""
"business","sybase_log_local","srcSubType","Int32","",""
"business","sybase_log_local","srcType","Int32","",""
"business","sybase_log_local","tenant","LowCardinality(String)","",""
"business","sybase_log_local","type","LowCardinality(String)","",""
"business","sybase_log_local","uploadTime","String","",""
"business","sybase_log_local","uploadTimestamp","Int64","",""
"business","sybase_log_local","uuId","String","",""
"business","sybase_log_local","v","Int32","",""
"business","sybase_log_local","vendor","LowCardinality(String)","",""
"business","tcp_log","_invert_text","String","DEFAULT","''"
"business","tcp_log","appNameCrc","Int64","",""
"business","tcp_log","appTypeCrc","Int64","",""
"business","tcp_log","cloudTs","Nullable(Int64)","",""
"business","tcp_log","customer","LowCardinality(String)","",""
"business","tcp_log","devUId","Nullable(Int32)","",""
"business","tcp_log","deviceId","LowCardinality(String)","",""
"business","tcp_log","deviceIp","LowCardinality(String)","",""
"business","tcp_log","downAppLength","Int64","",""
"business","tcp_log","downAppLengthFlowRate","String","",""
"business","tcp_log","downLinkLength","Int64","",""
"business","tcp_log","downPkts","Int64","",""
"business","tcp_log","dstAssetId","Nullable(String)","",""
"business","tcp_log","dstCity","LowCardinality(String)","",""
"business","tcp_log","dstCountry","LowCardinality(String)","",""
"business","tcp_log","dstIp","String","",""
"business","tcp_log","dstIpTag","Int32","",""
"business","tcp_log","dstIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(dstIp))"
"business","tcp_log","dstIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(dstIp))"
"business","tcp_log","dstMac","String","",""
"business","tcp_log","dstPort","Int32","",""
"business","tcp_log","dstProvince","LowCardinality(String)","",""
"business","tcp_log","dstRegionId","Nullable(String)","",""
"business","tcp_log","dstSubType","Int32","",""
"business","tcp_log","dstType","Int32","",""
"business","tcp_log","elapsedTime","Int64","",""
"business","tcp_log","insertTimestamp","Int64","",""
"business","tcp_log","interval","Int32","",""
"business","tcp_log","logSampled","Nullable(Int32)","",""
"business","tcp_log","logTraceInfo","Nullable(String)","",""
"business","tcp_log","manage","LowCardinality(String)","",""
"business","tcp_log","manageIp","LowCardinality(String)","",""
"business","tcp_log","originProductType","LowCardinality(String)","",""
"business","tcp_log","originProductVer","LowCardinality(String)","",""
"business","tcp_log","productType","LowCardinality(String)","",""
"business","tcp_log","productVer","LowCardinality(String)","",""
"business","tcp_log","proto","String","",""
"business","tcp_log","recordTime","String","",""
"business","tcp_log","recordTimestamp","Int64","",""
"business","tcp_log","rowLogAlias","String","ALIAS","lower(toValidUTF8(trimBoth(arrayStringConcat(arrayMap(c -> trimBoth(c), [manageIp, deviceIp, srcIp, dstIp, proto, toString(appTypeCrc), toString(appNameCrc), _invert_text]), ' '))))"
"business","tcp_log","sessionId","String","",""
"business","tcp_log","sessionState","Int32","",""
"business","tcp_log","srcAssetId","Nullable(String)","",""
"business","tcp_log","srcCity","LowCardinality(String)","",""
"business","tcp_log","srcCountry","LowCardinality(String)","",""
"business","tcp_log","srcIp","String","",""
"business","tcp_log","srcIpTag","Int32","",""
"business","tcp_log","srcIp_v4","IPv4","DEFAULT","toIPv4OrDefault(assumeNotNull(srcIp))"
"business","tcp_log","srcIp_v6","IPv6","DEFAULT","toIPv6OrDefault(assumeNotNull(srcIp))"
"business","tcp_log","srcMac","String","",""
"business","tcp_log","srcPort","Int32","",""
"business","tcp_log","srcProvince","LowCardinality(String)","",""
"business","tcp_log","srcRegionId","Nullable(String)","",""
"business","tcp_log","srcSubType","Int32","",""
"business","tcp_log","srcType","Int32","",""
"business","tcp_log","startState","Int32","",""
"business","tcp_log","tenant","LowCardinality(String)","",""
